food_id,name,cuisine,category,ingredients,prep_time,difficulty,calories,dietary_tags,flavor_profile,popularity_score
137,Seafood Risotto,Italian,Dinner,"['arborio rice', 'mixed seafood', 'white wine', 'saffron']",35,Hard,548,"['dairy-free', 'gluten-free', 'halal']",['savory'],3.7611615096752566
138,Sukiyaki,Japanese,Dinner,"['beef', 'tofu', 'vegetables', 'sukiyaki sauce']",37,Hard,531,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.302414036345828
139,Stuffed Mushrooms,American,Appetizer,"['mushrooms', 'cream cheese', 'herbs']",56,Medium,261,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'cheesy']",1.5994095255296572
140,Spicy Shrimp Salad,Thai,Appetizer,"['shrimp', 'lime juice', 'chili', 'coriander']",49,Medium,236,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",3.6910708489094777
141,Miso Soup,Japanese,Breakfast,"['miso paste', 'tofu', 'wakame', 'scallions']",56,Hard,305,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.1269394840923161
142,Japchae (Stir-fried Glass Noodles),Korean,Lunch,"['sweet potato noodles', 'vegetables', 'beef']",30,Medium,417,"['dairy-free', 'gluten-free', 'halal']",['savory'],2.391079548556601
143,Aloo Tikki,Indian,Appetizer,"['potato', 'peas', 'spices']",27,Easy,204,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.061959717060466
144,Gelato,Italian,Dessert,"['milk', 'cream', 'sugar', 'various flavors']",21,Medium,377,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",1.97893660487357
145,Tiramisu,Italian,Dessert,"['mascarpone', 'coffee', 'ladyfingers', 'cocoa', 'marsala']",37,Medium,319,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'creamy']",2.207057740576813
146,Aloo Tikki,Indian,Appetizer,"['potato', 'peas', 'spices']",52,Easy,245,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",2.524618529850381
147,Thai Coconut Ice Cream,Thai,Dessert,"['coconut milk', 'palm sugar', 'pandan']",44,Medium,396,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",3.2495437983476365
148,Gyeran Bbang (Egg Bread),Korean,Appetizer,"['bread dough', 'egg', 'sugar']",27,Easy,219,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",2.508671899845359
149,Biscotti,Italian,Breakfast,"['flour', 'almonds', 'sugar', 'eggs']",38,Easy,286,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",1.469264797773338
150,Hokkien Mee,Malaysian,Lunch,"['yellow noodles', 'rice noodles', 'prawns', 'pork', 'dark soy sauce']",48,Medium,468,"['dairy-free', 'gluten-free']",['savory'],2.9891091724039334
151,Sesame Balls,Chinese,Dessert,"['glutinous rice flour', 'red bean paste', 'sesame seeds']",40,Medium,383,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami']",2.1807691500309527
152,Meatloaf,American,Dinner,"['ground beef', 'breadcrumbs', 'ketchup', 'mashed potato']",22,Hard,500,"['dairy-free', 'halal']",['savory'],1.6770628434407269
153,Curry Laksa,Malaysian,Lunch,"['coconut milk', 'curry paste', 'rice noodles', 'prawns', 'tofu puffs', 'bean sprouts']",33,Hard,455,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy']",1.6041185858589846
154,Deviled Eggs,American,Appetizer,"['eggs', 'mayonnaise', 'mustard', 'paprika']",41,Easy,239,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],2.098962948791328
155,Miso Soup,Japanese,Breakfast,"['miso paste', 'tofu', 'wakame', 'scallions']",51,Easy,282,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.3160769752577415
156,Bingsu (Shaved Ice),Korean,Dessert,"['shaved ice', 'sweetened condensed milk', 'red beans', 'fruit']",54,Medium,400,"['vegetarian', 'gluten-free', 'halal']",['savory'],3.8113806000764243
157,Mango Pudding,Chinese,Dessert,"['mango', 'gelatin', 'milk', 'sugar']",59,Hard,308,"['vegetarian', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.737714973854566
158,Edamame,Japanese,Appetizer,"['young soybeans', 'salt']",34,Medium,288,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.19710755832345
159,Deviled Eggs,American,Appetizer,"['eggs', 'mayonnaise', 'mustard', 'paprika']",29,Hard,296,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],4.3546986304527
160,Spicy Shrimp Salad,Thai,Appetizer,"['shrimp', 'lime juice', 'chili', 'coriander']",58,Medium,210,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.520290854146901
161,Bento Box,Japanese,Lunch,"['rice', 'fish', 'vegetables', 'pickles']",55,Easy,498,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.4396699893875864
162,Tamagoyaki,Japanese,Breakfast,"['eggs', 'mirin', 'soy sauce', 'sugar']",40,Easy,345,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",2.5409516695839347
163,Mochi,Japanese,Dessert,"['glutinous rice', 'sweet filling', 'cornstarch']",56,Medium,364,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",2.6844093590900973
164,Roti Canai,Malaysian,Breakfast,"['flour', 'ghee', 'curry', 'dhal']",45,Easy,287,"['vegetarian', 'vegan', 'dairy-free', 'halal']",['savory'],2.519559824588193
165,Thai Coconut Ice Cream,Thai,Dessert,"['coconut milk', 'palm sugar', 'pandan']",22,Easy,324,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",3.939497461764746
166,Kerabu Mango Salad,Malaysian,Appetizer,"['green mango', 'chili', 'peanuts', 'lime juice']",47,Medium,235,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",1.1076644347013413
167,Wanton Mee,Malaysian,Lunch,"['egg noodles', 'wanton', 'char siu', 'bok choy', 'soy sauce']",45,Medium,488,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.916938799090505
168,Kimchi,Korean,Appetizer,"['napa cabbage', 'radish', 'gochugaru', 'garlic']",57,Medium,215,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",2.32638680832734
169,Kimchi Fried Rice,Korean,Breakfast,"['rice', 'kimchi', 'egg', 'green onion']",46,Easy,314,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'fermented']",1.6029797299196535
170,Cannoli,Italian,Dessert,"['pastry shells', 'ricotta', 'chocolate chips', 'sugar']",35,Hard,377,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'sweet']",4.137079990114788
171,Sambal Kangkung,Malaysian,Dinner,"['kangkung', 'belacan', 'chili', 'onion', 'tamarind']",22,Medium,595,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy', 'sour']",3.708557331563536
172,Palak Paneer,Indian,Lunch,"['spinach', 'paneer', 'cream', 'spices']",52,Medium,400,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'creamy']",4.53238949767722
173,Popiah,Malaysian,Appetizer,"['spring roll skin', 'vegetables', 'shrimp', 'peanut sauce']",28,Medium,227,"['dairy-free', 'gluten-free', 'halal']",['savory'],1.788297100590182
174,Hot Pot,Chinese,Dinner,"['broth', 'mixed vegetables', 'meat', 'tofu', 'noodles']",39,Hard,511,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.82395344378392
175,Edamame,Japanese,Appetizer,"['young soybeans', 'salt']",41,Easy,284,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.6729564248450344
176,Paneer Tikka,Indian,Appetizer,"['paneer', 'yogurt', 'spices', 'bell peppers']",37,Easy,214,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy']",1.038333758253125
177,Palak Paneer,Indian,Lunch,"['spinach', 'paneer', 'cream', 'spices']",43,Easy,410,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'creamy']",1.8993736665728274
178,Bento Box,Japanese,Lunch,"['rice', 'fish', 'vegetables', 'pickles']",42,Medium,455,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.8741677400402939
179,Banchan (Side Dishes),Korean,Breakfast,"['various vegetables', 'fermented']",50,Easy,271,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],3.3516955879072423
180,Thai Fish Cakes,Thai,Appetizer,"['fish', 'red curry paste', 'green beans', 'cucumber relish']",38,Easy,250,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",2.0693722651123205
181,Fried Rice,Chinese,Lunch,"['rice', 'eggs', 'scallions', 'soy sauce']",38,Medium,462,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.8079668902014574
182,Almond Tofu,Chinese,Dessert,"['almond extract', 'gelatin', 'milk', 'sugar']",40,Hard,337,"['vegetarian', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.5393621821446364
183,Khanom Krok,Thai,Breakfast,"['coconut milk', 'rice flour', 'palm sugar', 'corn']",53,Medium,267,"['vegetarian', 'halal']","['savory', 'creamy', 'sweet']",3.7302077043728237
184,Cappuccino e Brioche,Italian,Breakfast,"['coffee', 'milk', 'brioche', 'sugar']",42,Easy,342,"['vegetarian', 'gluten-free', 'halal']","['savory', 'sweet']",2.7111972034668383
185,Vegetable Korma,Indian,Dinner,"['mixed vegetables', 'coconut', 'cashews', 'spices']",54,Hard,522,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'creamy']",3.903953453881781
186,Apple Pie,American,Dessert,"['apples', 'cinnamon', 'pastry', 'vanilla ice cream']",47,Medium,323,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy']",1.0322502760767072
187,Khanom Krok,Thai,Breakfast,"['coconut milk', 'rice flour', 'palm sugar', 'corn']",50,Easy,265,"['vegetarian', 'halal']","['savory', 'creamy', 'sweet']",1.5485171789741825
188,Chicken Biryani,Indian,Lunch,"['basmati rice', 'chicken', 'saffron', 'yogurt', 'spices']",39,Easy,490,"['gluten-free', 'halal']","['savory', 'spicy']",3.464304050402825
189,Chicken Rice,Malaysian,Lunch,"['rice', 'chicken', 'ginger', 'garlic', 'cucumber']",56,Medium,425,"['dairy-free', 'gluten-free', 'halal']",['savory'],3.4000314689034115
190,Tamagoyaki,Japanese,Breakfast,"['eggs', 'mirin', 'soy sauce', 'sugar']",32,Easy,320,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.113146003744737
191,Lasagna Bolognese,Italian,Dinner,"['pasta sheets', 'bolognese sauce', 'bechamel', 'parmesan']",24,Hard,515,['dairy-free'],['savory'],1.8629717540689366
192,Cannoli,Italian,Dessert,"['pastry shells', 'ricotta', 'chocolate chips', 'sugar']",55,Medium,352,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'sweet']",3.1455606915578334
193,Gyeran Bbang (Egg Bread),Korean,Appetizer,"['bread dough', 'egg', 'sugar']",48,Medium,233,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",1.22011447874576
194,Paratha,Indian,Breakfast,"['wheat flour', 'ghee', 'potato', 'spices']",44,Medium,339,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'spicy']",1.6678518167695233
195,Butter Chicken,Indian,Dinner,"['chicken', 'tomato', 'cream', 'butter', 'spices']",46,Hard,509,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy']",3.0431275177038875
196,Cannoli,Italian,Dessert,"['pastry shells', 'ricotta', 'chocolate chips', 'sugar']",28,Medium,317,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'sweet']",1.9782058014268138
197,Claypot Chicken Rice,Malaysian,Dinner,"['rice', 'chicken', 'chinese sausage', 'mushroom', 'soy sauce']",36,Medium,560,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.4776037186992448
198,Risotto Milanese,Italian,Lunch,"['arborio rice', 'saffron', 'parmesan', 'white wine', 'onion']",49,Medium,407,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],1.3455420897332249
199,Nasi Lemak,Malaysian,Breakfast,"['coconut milk', 'rice', 'pandan', 'anchovies', 'peanuts', 'cucumber', 'egg']",58,Medium,292,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy']",4.183894164715018
200,Poha,Indian,Breakfast,"['flattened rice', 'onion', 'turmeric', 'curry leaves']",26,Medium,265,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",1.9526703780834627
201,Roti Canai,Malaysian,Breakfast,"['flour', 'ghee', 'curry', 'dhal']",23,Medium,350,"['vegetarian', 'vegan', 'dairy-free', 'halal']",['savory'],3.3230825095050633
202,Rasmalai,Indian,Dessert,"['paneer', 'milk', 'sugar', 'cardamom']",21,Medium,349,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",3.941411475129472
203,Thai Coconut Ice Cream,Thai,Dessert,"['coconut milk', 'palm sugar', 'pandan']",44,Easy,386,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",3.1436981963600945
204,Apple Pie,American,Dessert,"['apples', 'cinnamon', 'pastry', 'vanilla ice cream']",59,Medium,350,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy']",4.873600016705476
205,Kimchi,Korean,Appetizer,"['napa cabbage', 'radish', 'gochugaru', 'garlic']",36,Medium,254,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",1.3789011079681885
206,Sweet and Sour Pork,Chinese,Lunch,"['pork', 'pineapple', 'bell pepper', 'vinegar', 'sugar']",33,Medium,407,"['dairy-free', 'gluten-free']","['savory', 'umami', 'sour', 'sweet']",3.3292952056562526
207,Miso Soup,Japanese,Breakfast,"['miso paste', 'tofu', 'wakame', 'scallions']",39,Medium,319,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.2025508036610244
208,Yakgwa (Honey Cookies),Korean,Dessert,"['wheat flour', 'honey', 'sesame oil']",58,Medium,327,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami', 'sweet']",1.9831391169809818
209,Matcha Ice Cream,Japanese,Dessert,"['matcha powder', 'cream', 'sugar']",48,Medium,357,"['vegetarian', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",4.20867233108451
210,Tiramisu,Italian,Dessert,"['mascarpone', 'coffee', 'ladyfingers', 'cocoa', 'marsala']",46,Medium,384,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'creamy']",4.114153125313898
211,Cannoli,Italian,Dessert,"['pastry shells', 'ricotta', 'chocolate chips', 'sugar']",36,Medium,378,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'sweet']",3.302768434479984
212,Samgyeopsal (Grilled Pork Belly),Korean,Dinner,"['pork belly', 'lettuce', 'ssamjang']",20,Medium,525,"['dairy-free', 'gluten-free']",['savory'],4.346787362933344
213,Prawn Crackers,Malaysian,Appetizer,"['prawns', 'tapioca flour', 'chili sauce']",56,Easy,297,"['dairy-free', 'halal']",['savory'],1.8058575334085645
214,Fish Curry,Indian,Dinner,"['fish', 'coconut milk', 'curry leaves', 'tamarind']",24,Medium,548,"['gluten-free', 'halal']","['savory', 'spicy', 'sour', 'creamy']",2.4595594096350295
215,Peking Duck,Chinese,Dinner,"['duck', 'hoisin sauce', 'pancakes', 'scallions', 'cucumber']",28,Hard,585,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.774241593170172
216,Green Curry,Thai,Lunch,"['green curry paste', 'coconut milk', 'chicken', 'thai basil', 'eggplant']",20,Hard,474,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",4.860735761150204
217,Spaghetti Carbonara,Italian,Lunch,"['spaghetti', 'pancetta', 'eggs', 'pecorino', 'black pepper']",34,Easy,440,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],4.286647221713239
218,Mango Sticky Rice,Thai,Dessert,"['mango', 'sticky rice', 'coconut milk', 'palm sugar']",44,Medium,400,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",3.9303379779950744
219,Gulab Jamun,Indian,Dessert,"['milk powder', 'sugar syrup', 'cardamom']",58,Hard,366,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",4.806648525736483
220,Braised Pork Belly,Chinese,Dinner,"['pork belly', 'soy sauce', 'rock sugar', 'rice wine']",44,Hard,580,"['dairy-free', 'gluten-free']","['savory', 'umami', 'sweet']",3.4292705026195427
221,Bulgogi,Korean,Lunch,"['beef', 'soy sauce', 'sugar', 'sesame oil']",43,Medium,492,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",2.1896025907262646
222,Youtiao,Chinese,Breakfast,"['flour', 'oil', 'salt']",49,Easy,283,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami']",1.7986992030437854
223,Spaghetti Carbonara,Italian,Lunch,"['spaghetti', 'pancetta', 'eggs', 'pecorino', 'black pepper']",22,Medium,448,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],1.364547510202717
224,Japchae (Stir-fried Glass Noodles),Korean,Lunch,"['sweet potato noodles', 'vegetables', 'beef']",47,Medium,475,"['dairy-free', 'gluten-free', 'halal']",['savory'],3.6698738365382737
225,Hot Pot,Chinese,Dinner,"['broth', 'mixed vegetables', 'meat', 'tofu', 'noodles']",52,Medium,503,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.601820245886367
226,Paratha,Indian,Breakfast,"['wheat flour', 'ghee', 'potato', 'spices']",21,Medium,301,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'spicy']",4.6566957475943465
227,Youtiao,Chinese,Breakfast,"['flour', 'oil', 'salt']",55,Medium,349,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami']",2.657769595075915
228,Aloo Tikki,Indian,Appetizer,"['potato', 'peas', 'spices']",41,Easy,243,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",2.8921864639957446
229,Lamb Rogan Josh,Indian,Dinner,"['lamb', 'yogurt', 'kashmiri chili', 'spices']",42,Hard,548,"['gluten-free', 'halal']","['savory', 'spicy']",2.2437971913917854
230,Kaya Toast,Malaysian,Breakfast,"['bread', 'kaya', 'butter', 'coconut', 'egg']",23,Easy,258,"['vegetarian', 'halal']",['savory'],3.963779195680032
231,Thai Omelet,Thai,Breakfast,"['eggs', 'fish sauce', 'chili', 'rice']",48,Easy,327,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.3479067104347795
232,Eggs Benedict,American,Breakfast,"['english muffin', 'ham', 'eggs', 'hollandaise']",33,Easy,257,"['dairy-free', 'gluten-free']",['savory'],3.3475209936897072
233,Red Curry Duck,Thai,Dinner,"['duck', 'red curry paste', 'coconut milk', 'thai basil']",27,Medium,510,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",4.42844474975321
234,Caesar Salad,American,Lunch,"['romaine lettuce', 'parmesan', 'croutons', 'caesar dressing']",44,Easy,495,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],1.8950801268932351
235,Tempura,Japanese,Dinner,"['shrimp', 'vegetables', 'tempura batter', 'dipping sauce']",53,Medium,575,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.35751367730587
236,Yakiniku,Japanese,Dinner,"['beef', 'soy sauce', 'mirin', 'vegetables']",37,Medium,556,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",2.1951644476759458
237,Aloo Tikki,Indian,Appetizer,"['potato', 'peas', 'spices']",45,Hard,222,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",2.5530996840218334
238,Caprese Salad,Italian,Appetizer,"['mozzarella', 'tomato', 'basil', 'olive oil']",28,Medium,290,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],2.8831234910471477
239,Edamame,Japanese,Appetizer,"['young soybeans', 'salt']",42,Medium,233,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.8550425127510395
240,Mango Pudding,Chinese,Dessert,"['mango', 'gelatin', 'milk', 'sugar']",23,Easy,338,"['vegetarian', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.11935401851999
241,Banchan (Side Dishes),Korean,Breakfast,"['various vegetables', 'fermented']",22,Medium,271,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],1.232054352900788
242,Rendang Daging,Malaysian,Dinner,"['beef', 'coconut milk', 'lemongrass', 'galangal', 'chili paste', 'palm sugar']",31,Medium,502,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",2.9096011037622813
243,Cappuccino e Brioche,Italian,Breakfast,"['coffee', 'milk', 'brioche', 'sugar']",39,Medium,331,"['vegetarian', 'gluten-free', 'halal']","['savory', 'sweet']",2.3773990962532836
244,Paratha,Indian,Breakfast,"['wheat flour', 'ghee', 'potato', 'spices']",52,Medium,298,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'spicy']",4.981889639311714
245,Thai Coconut Ice Cream,Thai,Dessert,"['coconut milk', 'palm sugar', 'pandan']",28,Medium,349,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",1.6759389675605885
246,Khanom Krok,Thai,Breakfast,"['coconut milk', 'rice flour', 'palm sugar', 'corn']",20,Easy,305,"['vegetarian', 'halal']","['savory', 'creamy', 'sweet']",2.5210150517104584
247,Mochi,Japanese,Dessert,"['glutinous rice', 'sweet filling', 'cornstarch']",45,Medium,377,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.0463391458620492
248,Hot Pot,Chinese,Dinner,"['broth', 'mixed vegetables', 'meat', 'tofu', 'noodles']",43,Easy,593,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.639024922113156
249,Idli Sambar,Indian,Breakfast,"['rice', 'lentils', 'vegetables', 'tamarind']",34,Hard,349,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",1.5965779706670644
250,Spicy Cucumber Salad,Chinese,Appetizer,"['cucumber', 'garlic', 'vinegar', 'chili oil']",31,Easy,230,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy', 'sour']",4.496561796648637
251,Sashimi,Japanese,Dinner,"['fresh fish', 'wasabi', 'soy sauce', 'pickled ginger']",33,Hard,579,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy']",2.750858067127739
252,Rice with Nori,Japanese,Breakfast,"['rice', 'nori', 'sesame seeds']",45,Medium,255,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.6671149168329404
253,Poha,Indian,Breakfast,"['flattened rice', 'onion', 'turmeric', 'curry leaves']",25,Medium,307,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",3.909114538831847
254,Rasmalai,Indian,Dessert,"['paneer', 'milk', 'sugar', 'cardamom']",32,Hard,303,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",3.6793774328572617
255,Thai Fish Cakes,Thai,Appetizer,"['fish', 'red curry paste', 'green beans', 'cucumber relish']",58,Medium,239,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.73748568168066
256,Ondeh Ondeh,Malaysian,Dessert,"['glutinous rice flour', 'palm sugar', 'coconut', 'pandan']",22,Hard,355,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",1.3153223830191667
257,Kerabu Mango Salad,Malaysian,Appetizer,"['green mango', 'chili', 'peanuts', 'lime juice']",27,Easy,268,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.1671331406892325
258,Edamame,Japanese,Appetizer,"['young soybeans', 'salt']",40,Medium,295,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.8666322725167035
259,Tub Tim Grob,Thai,Dessert,"['water chestnuts', 'coconut milk', 'tapioca', 'jackfruit']",37,Medium,316,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",2.4955614418416037
260,Youtiao,Chinese,Breakfast,"['flour', 'oil', 'salt']",30,Medium,261,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami']",4.125681614595019
261,Khanom Krok,Thai,Breakfast,"['coconut milk', 'rice flour', 'palm sugar', 'corn']",58,Easy,320,"['vegetarian', 'halal']","['savory', 'creamy', 'sweet']",3.3404828453937756
262,Aloo Tikki,Indian,Appetizer,"['potato', 'peas', 'spices']",37,Medium,286,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.854374150719011
263,Mochi,Japanese,Dessert,"['glutinous rice', 'sweet filling', 'cornstarch']",35,Medium,319,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.689494852205268
264,Dhokla,Indian,Appetizer,"['gram flour', 'yogurt', 'mustard seeds']",40,Medium,287,"['vegetarian', 'halal']","['savory', 'spicy']",1.2264190971822266
265,Sushi Roll,Japanese,Lunch,"['sushi rice', 'nori', 'fish', 'cucumber', 'avocado']",56,Medium,465,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.9579699206914
266,Spinach Artichoke Dip,American,Appetizer,"['spinach', 'artichokes', 'cream cheese', 'parmesan']",42,Easy,232,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'cheesy']",4.480472369285341
267,Grilled Salmon,American,Dinner,"['salmon', 'asparagus', 'lemon', 'herbs']",48,Easy,547,"['dairy-free', 'gluten-free', 'halal']",['savory'],3.3359442307357248
268,Rice with Nori,Japanese,Breakfast,"['rice', 'nori', 'sesame seeds']",44,Medium,325,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.1596327296697195
269,Khanom Krok,Thai,Breakfast,"['coconut milk', 'rice flour', 'palm sugar', 'corn']",22,Medium,311,"['vegetarian', 'halal']","['savory', 'creamy', 'sweet']",3.653337905761108
270,Massaman Curry,Thai,Dinner,"['beef', 'potatoes', 'massaman paste', 'coconut milk', 'peanuts']",43,Medium,550,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",4.674429196749082
271,Eggs Benedict,American,Breakfast,"['english muffin', 'ham', 'eggs', 'hollandaise']",20,Medium,280,"['dairy-free', 'gluten-free']",['savory'],1.175406643642007
272,BBQ Ribs,American,Dinner,"['pork ribs', 'bbq sauce', 'coleslaw']",36,Medium,559,"['dairy-free', 'gluten-free']",['savory'],2.6968378077645623
